AllocationYear,Cluster,BeneficiariesActualTotal,BeneficiariesPlannedTotal,Budgetbycluster,AllocationSourceName
2017,Water Sanitation Hygiene,2640,4400,207979.95,Standard
2017,Health,7350,20991,207422.11,Standard
2017,Health,35450,65000,300606.32,Standard
2017,Logistics,4050,4000,250000.26,Standard
2017,Nutrition,10421,13937,249956.57,Standard
2017,Nutrition,,3450,150000,Standard
2017,Nutrition,3672,8725,199469.4,Standard
2017,Camp Coordination / Management,2164.8,2154,80992.79,Standard
2017,Emergency Shelter and NFI,2164.8,2154,80992.79,Standard
2017,Protection,2886.4,2872,107990.39,Standard
2017,Protection,3956,6462,399985.84,Standard
2017,Camp Coordination / Management,2416,2400,64325.06,Standard
2017,Emergency Shelter and NFI,8456,8400,225137.72,Standard
2017,Protection,1208,1200,32162.53,Standard
2017,Camp Coordination / Management,1050,1050,26456.16,Standard
2017,Emergency Shelter and NFI,11550,11550,291017.8,Standard
2017,Protection,2400,2400,60471.23,Standard
2017,Camp Coordination / Management,780,780,75788.74,Standard
2017,Emergency Shelter and NFI,2145,2145,208419.04,Standard
2017,Protection,975,975,94735.93,Standard
2017,Emergency Shelter and NFI,10534,9600,249963.56,Standard
2017,Health,2378.85,2720.7,44999.74,Standard
2017,Nutrition,6343.6,7255.2,119999.3,Standard
2017,Water Sanitation Hygiene,7136.55,8162.1,134999.21,Standard
2017,Water Sanitation Hygiene,0,14284,299030.73,Standard
2017,Water Sanitation Hygiene,12000,12000,300000,Standard
2018,Education,1345.6,4279.2,159991.02,Reserve
2018,Protection,336.4,1069.8,39997.76,Reserve
2018,Education,2387.5,6858,124796.05,Reserve
2018,Protection,2387.5,6858,124796.05,Reserve
2018,Education,1953,2784,174432.99,Reserve
2018,Protection,1953,2784,174432.99,Reserve
2018,Education,13214.5,33036,363198.93,Reserve
2018,Health,13214.5,33036,363198.93,Reserve
2018,Nutrition,13214.5,33036,363198.93,Reserve
2018,Water Sanitation Hygiene,13214.5,33036,363198.93,Reserve
2018,Protection,7309,7940,205258.1,Reserve
2018,Food Security,4362,4908,418728.45,Reserve
2018,Food Security,10140,10140,420001.55,Reserve
2018,Health,,12453.6,108269.61,Reserve
2018,Nutrition,,12453.6,108269.61,Reserve
2018,Water Sanitation Hygiene,,6226.8,54134.81,Reserve
2018,Health,813.2,16020,89106.42,Reserve
2018,Nutrition,813.2,16020,89106.42,Reserve
2018,Water Sanitation Hygiene,406.6,8010,44553.21,Reserve
2018,Emergency Shelter and NFI,576.72,6510.24,269641.93,Reserve
2018,Protection,491.28,5545.76,229694.97,Reserve
2018,Camp Coordination / Management,,13230,419875.8,Reserve
2018,Protection,,5670,179946.77,Reserve
2018,Camp Coordination / Management,,2943.6,99000.12,Reserve
2018,Emergency Shelter and NFI,,4147.8,139500.16,Reserve
2018,Water Sanitation Hygiene,,6288.6,211500.25,Reserve
2018,Education,,10295.6,239541.62,Reserve
2018,Protection,,7721.7,179656.21,Reserve
2018,Water Sanitation Hygiene,,7721.7,179656.21,Reserve
2018,Education,,4533,249907.23,Reserve
2018,Protection,,1813.2,99962.89,Reserve
2018,Water Sanitation Hygiene,,2719.8,149944.34,Reserve
2018,Food Security,,1350,409090.24,Reserve
2018,Nutrition,,150,45454.47,Reserve
2018,Food Security,,1500,454514.03,Reserve
2018,Food Security,,284,327216.42,Reserve
2018,Food Security,,1200,363615.37,Reserve
2018,Health,,14275.2,147166.33,Reserve
2018,Nutrition,,10706.4,110374.75,Reserve
2018,Water Sanitation Hygiene,,10706.4,110374.75,Reserve
2018,Health,,27348.4,252001.38,Reserve
2018,Nutrition,,27348.4,252001.38,Reserve
2018,Water Sanitation Hygiene,,13674.2,126000.69,Reserve
2018,Health,,18918.9,123607.95,Reserve
2018,Nutrition,,18918.9,123607.95,Reserve
2018,Water Sanitation Hygiene,,19492.2,127353.65,Reserve
2018,Protection,,13380,149620.24,Reserve
2018,Emergency Shelter and NFI,,20200,500000.17,Reserve
2018,Water Sanitation Hygiene,,20200,500000.17,Reserve
2018,Water Sanitation Hygiene,,24000,600000,Reserve
2018,Water Sanitation Hygiene,,15000,600000,Reserve
2018,Emergency Shelter and NFI,,32400,699975.07,Reserve
2018,Emergency Shelter and NFI,,33000,599874.1,Reserve
2018,Camp Coordination / Management,2463.45,7200,110078.53,Standard
2018,Emergency Shelter and NFI,6569.2,19200,293542.75,Standard
2018,Protection,2463.45,7200,110078.53,Standard
2018,Water Sanitation Hygiene,4926.9,14400,220157.06,Standard
2018,Camp Coordination / Management,36.04,4590,187000,Standard
2018,Emergency Shelter and NFI,80.56,10260,418000.01,Standard
2018,Water Sanitation Hygiene,95.4,12150,495000.01,Standard
2018,Camp Coordination / Management,,46961,200033.26,Standard
2018,Camp Coordination / Management,20,33000,299636.41,Standard
2018,Education,,2018,349820.77,Standard
2018,Education,2403,2403,396823.46,Standard
2018,Education,4814,4200,400000,Standard
2018,Education,2809,3112,310018.59,Standard
2018,Education,1159,1159,139998.69,Standard
2018,Education,,3960,99996.9,Standard
2018,Food Security,,3960,99996.9,Standard
2018,Health,,3960,99996.9,Standard
2018,Nutrition,,3960,99996.9,Standard
2018,Water Sanitation Hygiene,,3960,99996.9,Standard
2018,Education,,6955,129962.46,Standard
2018,Food Security,,6955,129962.46,Standard
2018,Health,,4280,79976.9,Standard
2018,Nutrition,,3210,59982.67,Standard
2018,Water Sanitation Hygiene,,5350,99971.12,Standard
2018,Education,2380.6,4628.8,96653.1,Standard
2018,Food Security,2380.6,4628.8,96653.1,Standard
2018,Health,2380.6,4628.8,96653.1,Standard
2018,Nutrition,2380.6,4628.8,96653.1,Standard
2018,Water Sanitation Hygiene,2380.6,4628.8,96653.1,Standard
2018,Food Security,17796,6450,389993.6,Standard
2018,Food Security,10357,7950,500000,Standard
2018,Food Security,9391,13672,586680,Standard
2018,Food Security,676,676,354072.33,Standard
2018,Food Security,4203,3882,389668.96,Standard
2018,Food Security,6871,7548,376472.35,Standard
2018,Health,,96660,298487.46,Standard
2018,Nutrition,,57996,179092.47,Standard
2018,Water Sanitation Hygiene,,38664,119394.98,Standard
2018,Health,13465.8,19200,116587.2,Standard
2018,Nutrition,8977.2,12800,77724.8,Standard
2018,Water Sanitation Hygiene,22443,32000,194312,Standard
2018,Health,6108.44,16830,169995.99,Standard
2018,Nutrition,5928.78,16335,164996.11,Standard
2018,Water Sanitation Hygiene,5928.78,16335,164996.11,Standard
2018,Health,,3750,180000,Standard
2018,Nutrition,,3750,180000,Standard
2018,Water Sanitation Hygiene,,5000,240000,Standard
2018,Health,,13680,120000.09,Standard
2018,Nutrition,,13680,120000.09,Standard
2018,Water Sanitation Hygiene,,18240,160000.12,Standard
2018,Health,,6669,382580.29,Standard
2018,Nutrition,,5031,288613.2,Standard
2018,Health,,29393,400000,Standard
2018,Health,63536,109823,373828.04,Standard
2018,Health,17343,33360,363167.95,Standard
2018,Health,13774,32864,311551.04,Standard
2018,Logistics,2103,1700,600000.02,Standard
2018,Health,1966.47,3798.63,147726.93,Standard
2018,Nutrition,1966.47,3798.63,147726.93,Standard
2018,Water Sanitation Hygiene,1966.47,3798.63,147726.93,Standard
2018,Nutrition,,23956,640742.69,Standard
2018,Nutrition,11940,22998,335774.56,Standard
2018,Nutrition,,4184,169182.37,Standard
2018,Nutrition,,25141,476590.84,Standard
2018,Nutrition,,3370,240476.89,Standard
2018,Camp Coordination / Management,404.8,1201.2,69989.64,Standard
2018,Emergency Shelter and NFI,809.6,2402.4,139979.28,Standard
2018,Protection,1619.2,4804.8,279958.57,Standard
2018,Water Sanitation Hygiene,1214.4,3603.6,209968.93,Standard
2018,Protection,2012,2402,199996.32,Standard
2018,Protection,2200,4160,300000,Standard
2018,Protection,2403,2415,300000.18,Standard
2018,Protection,247,2006,275309.93,Standard
2018,Protection,1300,2000,200010.82,Standard
2018,Protection,1588,4440,199999.05,Standard
2018,Camp Coordination / Management,405,1620,44994.85,Standard
2018,Emergency Shelter and NFI,2610,10440,289966.78,Standard
2018,Protection,495,1980,54993.7,Standard
2018,Water Sanitation Hygiene,990,3960,109987.4,Standard
2018,Emergency Shelter and NFI,7687,6000,350000,Standard
2018,Emergency Shelter and NFI,3640,5200,349780.86,Standard
2018,Emergency Shelter and NFI,6900,24000,499946.16,Standard
2018,Health,1104.6,2100,104691.1,Standard
2018,Nutrition,1104.6,2100,104691.1,Standard
2018,Water Sanitation Hygiene,946.8,1800,89735.23,Standard
2018,Water Sanitation Hygiene,62947,59912,716925.67,Standard
2018,Water Sanitation Hygiene,,12000,483070.01,Standard
2018,Water Sanitation Hygiene,8000,11500,250097.52,Standard
2018,Water Sanitation Hygiene,20000,25200,550005.04,Standard
2018,Logistics,,4000,500000.01,Standard
2014,Food Security,,90000,346535.02,Reserve
2014,Food Security,,14250,201130.15,Reserve
2014,Food Security,,0,213336.6,Reserve
2014,Food Security,,2500,137836.33,Reserve
2014,Food Security,,7000,124192.25,Reserve
2014,Food Security,,15000,346339.57,Reserve
2014,Food Security,,7000,143300,Reserve
2014,Food Security,,1650,145686.39,Reserve
2014,Food Security,,10500,396039.1,Reserve
2014,Food Security,,6000,99001.75,Reserve
2014,Food Security,,50000,207922.4,Reserve
2014,Food Security,,12300,207066.4,Reserve
2014,Food Security,,10000,183566.43,Reserve
2014,Food Security,,8320,191176.9,Reserve
2014,Food Security,,36000,153563.19,Reserve
2014,Food Security,,10650,1755121,Reserve
2014,Food Security,,195000,5099999.85,Reserve
2014,Emergency Shelter and NFI,,18000,393160.08,Reserve
2014,Emergency Shelter and NFI,,9000,484068,Reserve
2014,Emergency Shelter and NFI,,1250,289114,Reserve
2014,Emergency Shelter and NFI,,45000,2054945.54,Reserve
2014,Emergency Shelter and NFI,,8000,6736666.5,Reserve
2014,Food Security,,6450,613861.14,Reserve
2014,Food Security,,125000,440834.65,Reserve
2014,Food Security,,21000,841585.39,Reserve
2014,Food Security,,145026,538415.73,Reserve
2014,Health,,0,303000,Reserve
2014,Health,,107051,319125.36,Reserve
2014,Health,,0,662147,Reserve
2014,Health,,0,931846,Reserve
2014,Health,,180000,2127055.75,Reserve
2014,Health,,0,1343762,Reserve
2014,Logistics,,0,2249997.79,Reserve
2014,Logistics,,0,2256227,Reserve
2014,Nutrition,,0,606000,Reserve
2014,Nutrition,,107051,1154396.4,Reserve
2014,Nutrition,,21000,937905.29,Reserve
2014,Nutrition,,0,536677,Reserve
2014,Nutrition,,0,1007217,Reserve
2014,Nutrition,,0,1631751,Reserve
2014,Emergency Shelter and NFI,,50000,403480.42,Reserve
2014,Emergency Shelter and NFI,,60000,445541.79,Reserve
2014,Emergency Shelter and NFI,,0,2236096,Reserve
2014,Emergency Shelter and NFI,,90000,459999.96,Reserve
2014,Protection,,0,711584,Reserve
2014,Protection,,0,687176,Reserve
2014,Protection,,121000,2370799,Reserve
2014,Protection,,0,2642151,Reserve
2014,Water Sanitation Hygiene,,0,909000,Reserve
2014,Water Sanitation Hygiene,,30000,1293223.4,Reserve
2014,Water Sanitation Hygiene,,50000,1980155.91,Reserve
2014,Water Sanitation Hygiene,,145026,260398.17,Reserve
2014,Water Sanitation Hygiene,,0,1099486,Reserve
2014,Water Sanitation Hygiene,,0,1786849,Reserve
2014,Water Sanitation Hygiene,,0,1130502,Reserve
2014,Food Security,,72513,399388.23,Reserve
2014,Water Sanitation Hygiene,,72513,399388.23,Reserve
2014,Health,,31324,169581.86,Reserve
2014,Nutrition,,31324,169581.86,Reserve
2014,Protection,,31324,169581.86,Reserve
2014,Water Sanitation Hygiene,,31324,169581.86,Reserve
2014,Health,,114000,1687040.65,Reserve
2014,Nutrition,,114000,1687040.65,Reserve
2014,Protection,,114000,1687040.65,Reserve
2014,Water Sanitation Hygiene,,114000,1687040.65,Reserve
2014,Health,,29502,217910.12,Reserve
2014,Nutrition,,29502,217910.12,Reserve
2014,Protection,,30396,224513.46,Reserve
2014,Health,,19562.4,198710.37,Reserve
2014,Nutrition,,19562.4,198710.37,Reserve
2014,Water Sanitation Hygiene,,20155.2,204731.9,Reserve
2014,Emergency Shelter and NFI,,42500,347734.23,Reserve
2014,Food Security,,41250,337506.75,Reserve
2014,Nutrition,,41250,337506.75,Reserve
2014,Emergency Shelter and NFI,,61200,723198.96,Reserve
2014,Health,,59400,701928.4,Reserve
2014,Water Sanitation Hygiene,,59400,701928.4,Reserve
2014,Camp Coordination / Management,,350,385819.42,Reserve
2014,Health,,6825,197536.92,Standard
2014,Health,,22000,336264.38,Standard
2014,Health,,97265,663363.62,Standard
2014,Health,,20200,302128.58,Standard
2014,Health,,40226,940809.66,Standard
2014,Health,,7295,235542.48,Standard
2014,Health,,19264,247523.1,Standard
2014,Health,,10450,133663.33,Standard
2014,Health,,9839,148520.28,Standard
2014,Health,,1972,128894.77,Standard
2014,Health,,47800,198022.5,Standard
2014,Health,,29108,296987.06,Standard
2014,Health,,7891,148517.6,Standard
2014,Health,,82500,262376.3,Standard
2014,Health,,247530,248208.84,Standard
2014,Health,,0,200625,Standard
2014,Health,,34268,156716.48,Standard
2014,Health,,165499,1852875.34,Standard
2014,Health,,860064,1508661.13,Standard
2014,Health,,100000,999621.82,Standard
2014,Health,,40574,549999.26,Standard
2014,Nutrition,,5800,94058.35,Standard
2014,Nutrition,,63533,296974.67,Standard
2014,Nutrition,,28242,297023.76,Standard
2014,Nutrition,,9548,148515.15,Standard
2014,Nutrition,,48570,346631.21,Standard
2014,Nutrition,,32404,247525.24,Standard
2014,Nutrition,,12511,221809.58,Standard
2014,Nutrition,,10061,198024.9,Standard
2014,Nutrition,,14401,346534.48,Standard
2014,Nutrition,,13794,198019.55,Standard
2014,Nutrition,,10500,227717.4,Standard
2014,Nutrition,,4147,69307.11,Standard
2014,Nutrition,,94000,1228767.55,Standard
2014,Nutrition,,55725,1293595.55,Standard
2014,Protection,,105000,791907,Standard
2014,Protection,,1258,153464.75,Standard
2014,Protection,,4800,248307.84,Standard
2014,Protection,,6800,297036.17,Standard
2014,Protection,,40000,247531.66,Standard
2014,Protection,,2000,346791.28,Standard
2014,Protection,,39549,437928.53,Standard
2014,Protection,,15614,448009,Standard
2014,Protection,,6250,147767,Standard
2014,Protection,,6000,139895.01,Standard
2014,Protection,,20000,805324.8,Standard
2014,Protection,,14100,728375.75,Standard
2014,Protection,,4123,249998.55,Standard
2014,Water Sanitation Hygiene,,17269,505960.2,Standard
2014,Water Sanitation Hygiene,,15000,197575.5,Standard
2014,Water Sanitation Hygiene,,30000,1485243.46,Standard
2014,Water Sanitation Hygiene,,90000,2372393.45,Standard
2014,Water Sanitation Hygiene,,15000,766218.28,Standard
2014,Water Sanitation Hygiene,,15563,435891.25,Standard
2014,Water Sanitation Hygiene,,20500,197422.05,Standard
2014,Water Sanitation Hygiene,,23500,407320.11,Standard
2014,Water Sanitation Hygiene,,31500,148500.25,Standard
2014,Water Sanitation Hygiene,,44737,594051.16,Standard
2014,Water Sanitation Hygiene,,42060,789704.94,Standard
2014,Water Sanitation Hygiene,,10942,167074.08,Standard
2014,Water Sanitation Hygiene,,37130,590536.6,Standard
2014,Water Sanitation Hygiene,,89200,2000000.13,Standard
2014,Water Sanitation Hygiene,,56000,1799676.87,Standard
2014,Water Sanitation Hygiene,,45000,1200000.72,Standard
2015,Water Sanitation Hygiene,,41574,286546,Reserve
2014,Camp Coordination / Management,,100000,2064762.15,Standard
2014,Education,,9841,178106.09,Standard
2014,Education,,2800,118943.34,Standard
2014,Education,,2728,125252.19,Standard
2014,Education,,2081,149916.63,Standard
2014,Education,,3589,174464.47,Standard
2014,Education,,5428,99009.82,Standard
2014,Education,,2100,198019.66,Standard
2014,Education,,15855,179207.68,Standard
2014,Education,,12750,139966.7,Standard
2014,Education,,2970,177986.15,Standard
2014,Education,,6100,316830,Standard
2014,Education,,1950,99156.39,Standard
2014,Education,,10200,384422.7,Standard
2014,Education,,41165,736860.85,Standard
2014,Emergency Telecommunications,,0,2053473.38,Standard
2014,Food Security,,1900,307267.72,Standard
2014,Food Security,,5460,216238.44,Standard
2014,Food Security,,19250,222776.14,Standard
2014,Food Security,,14100,576237.8,Standard
2014,Food Security,,7000,336624.35,Standard
2014,Food Security,,2000,247568.9,Standard
2014,Food Security,,1515,103955.85,Standard
2014,Food Security,,10500,445278.68,Standard
2014,Food Security,,3012,118943.34,Standard
2014,Food Security,,29309,227369.92,Standard
2014,Food Security,,5400,79207.82,Standard
2014,Food Security,,17094,423762.8,Standard
2014,Food Security,,14000,410889.89,Standard
2014,Food Security,,17000,288065.4,Standard
2014,Food Security,,85200,2564966.55,Standard
2014,Health,,13105,128714.95,Standard
2014,Health,,14150,84158.71,Standard
2014,Health,,22853,453702.16,Standard
2014,Health,,35600,148514.66,Standard
2014,Health,,0,297027.99,Standard
2014,Health,,5856,247549.56,Standard
2014,Health,,30000,247613,Standard
2014,Health,,19500,689690.66,Standard
2014,Health,,7700,123785.09,Standard
2014,Health,,9272,84363.59,Standard
2014,Health,,7965,99010.31,Standard
2014,Health,,11742,259999.83,Standard
2014,Health,,200000,700016.26,Standard
2014,Health,,1370526,1350020.44,Standard
2014,Health,,182954,1550000,Standard
2014,Logistics,,0,299943.47,Standard
2014,Protection,,54475,198842.7,Standard
2014,Protection,,60000,422282.99,Standard
2014,Protection,,28140,211582.97,Standard
2014,Protection,,15000,59671.76,Standard
2014,Multi-Sector,,85000,1300000.78,Standard
2014,Multi-Sector,,350,200002.26,Standard
2014,Nutrition,,10749,153465.61,Standard
2014,Nutrition,,9809,424925.14,Standard
2014,Nutrition,,21398,244554.41,Standard
2014,Nutrition,,4830,92945.12,Standard
2014,Nutrition,,8838,396522.77,Standard
2014,Nutrition,,27856,617613.49,Standard
2014,Nutrition,,56903,371292.9,Standard
2014,Nutrition,,13626,60904.4,Standard
2014,Nutrition,,14460,305596.44,Standard
2014,Nutrition,,44240,315037.68,Standard
2014,Nutrition,,41120,233549.65,Standard
2014,Nutrition,,10000,1006791.69,Standard
2014,Emergency Shelter and NFI,,10467,156508.9,Standard
2014,Emergency Shelter and NFI,,112000,618161.47,Standard
2014,Emergency Shelter and NFI,,11000,98176.05,Standard
2014,Emergency Shelter and NFI,,44000,593988.58,Standard
2014,Emergency Shelter and NFI,,18000,471493.15,Standard
